case_id,clust_num,clust,district,reside,hhsize,TA,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,ipc_lag1_dummy1,ipc_lag1_dummy2,ipc_lag1_dummy3
3183-001,31545384,31545384,Blantyre City,urban,3,45,MAY,2013,2,3,11,3000-5000,6,1290,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-15.8105,35.0913,2,6,64,0,1,1,1,0,0,2,3000,36,1,1,0,1,0,0,0,1,0,3,1,MW2012C3030519,201305,0,31,11,902.7489,.011771997,.015695997,4.4753222,4.5129304,1,1,1,LIMBE,3.6350346,0,0,84.269997,4.4340258,89.525002,4.4945178,3183-001,0,-.30081135,4.1588831,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,0,.18181819,1,.90909094,4.3636365,35.909092,1.2727273,.028666891,1.9090909,3,.18181819,0,0,1181.8182,1.3636364,0,.34999999,.85000002,.80000001,3.95,36.599998,1.3,.061613865,5.4499998,3.9000001,.2,0,0,1063,1.2,4.5074492,.018181818,4.4930959,.22857143,4.4938431,.30285716,4.5546608,.55142856,902.7489,31,11,859.367,49,30,859.367,49,30,3.9102142,3.4000001,5.8499999,1,0,0
3216-001,31555614,31555614,Blantyre City,urban,9,55,MAY,2013,2,3,12,100-200,6,1110,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-15.8552,35.0737,0,6,57,0,1,0,0,0,0,1,2000,35,1,6,0,1,0,0,0,1,0,3,1,MW2012C3030514,201305,0,53,31,823.06921,.080932215,.20403747,4.4601226,4.537961,1,1,1,LUCHENZA,7.4862256,0,.75,87.324997,4.4696369,90.449997,4.504797,3216-001,0,-.3008166,4.0430512,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030514,0,.32323232,.81818181,.69696969,4.8989897,41.090908,1.1818181,.87067115,3.2424242,5.3535352,.032323234,.030303031,.04040404,955.85858,1.5454545,0,.2,.95999998,.86000001,4.5999999,40.799999,1.16,.56901401,2.6400001,6.48,.039999999,.02,.02,1134.2,1.96,0,.3125,.875,.75,4.9375,41.3125,1.125,-.074298054,2.0625,3.5,0,0,0,1069.375,1,4.5113544,.472,4.4299288,.36857143,4.5489745,.60000002,4.5297165,.15178572,823.06921,53,31,858.18347,50,30,853.09808,39.860001,25.4,4.0183487,4.125,6.125,1,0,0
0084-001,10103414,10103414,Chitipa,rural,10,3,JUNE,2013,2,4,31,0-50,0,1560,Mid-altitude Plateaus,Moderate Constraint,No or Slight Constraint,-9.9716,33.3739,7,5,28,0,1,0,1,0,0,0,,45,1,4,0,0,1,0,1,0,0,1,0,MW2012C3010102,201306,0,53,30,1249.4037,.2,.13112697,4.0551591,4.2723837,1,1,1,CHITIPA,31.740099,0,0,95.919998,4.5635147,99.059998,4.5957255,0084-001,0,-.30081713,3.3322046,0,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3010102,0,.79347825,.27173913,.35869566,5.75,45.010868,1.1847826,-.18263285,4.673913,7.271739,.069565222,.5,.65217394,1327.174,.61956519,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.6875,.3125,.5,6.625,47.5625,1.1875,-.30081615,1.0625,3.4375,0,0,1,1551.25,.6875,4.5298309,.35881037,4.5674162,.28576407,4.5957255,0,4.5635147,0,1249.4037,53,30,1264.4755,32,26,986.30182,51.777004,22.564461,3.8182402,3.3125,5.625,1,0,0
0184-001,10203744,10203744,Karonga,rural,7,3,JUNE,2013,0,11,9,50-100,55,490,Mid-altitude Plains,Severe Constraint,Severe Constraint,-10.0405,33.9087,14,5,36,0,0,0,0,0,0,0,,32,1,3,0,0,1,0,1,0,0,1,0,MW2012C3010201,201306,0,31,26,1118.4229,.19879241,.022137487,4.4032564,4.3417668,1,1,1,KARONGA,14.542392,.2,0,92.040001,4.5222235,49.285,3.8976197,0184-001,0,-.30081591,3.583519,0,0,0,1,0,0,0,0,1,0,0,1,1,MW2012C3010201,0,.59036142,.51807231,.54216868,5.072289,45.469879,1.2168674,-.12615173,2.1927712,9.4819279,.036144577,.26506025,.28915662,674.09637,.77108431,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.68181819,.45454547,.54545456,5.409091,50.363636,1.2272727,-.13607597,.86363637,10.545455,0,.95454544,.95454544,542.27271,.68181819,4.5298309,.35881037,4.5674162,.28576407,3.8976197,0,4.5222235,.2,1118.4229,31,26,893.09875,32,30,986.30182,51.777004,22.564461,3.9712291,2.8636363,6.0454545,1,0,0
0224-010,10204322,10204322,Karonga,rural,2,4,JUNE,2013,0,3,7,100-200,37,490,Mid-altitude Plains,Moderate Constraint,Moderate Constraint,-10.457141,34.178137,0,7,63,0,1,0,1,0,0,1,3000,27,1,0,0,1,0,0,0,1,0,1,1,MW2012C3010209,201306,0,32,30,1100.5929,.00091912335,.49770218,4.5217385,3.9003918,1,1,1,CHILUMBA,18.460146,0,.5,92.040001,4.5222235,49.285,3.8976197,0224-010,0,-.30081713,4.1431346,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010209,0,.48648649,.62162161,.62162161,5.189189,41.675674,1.2702702,.090998583,3.7027028,6.7297297,.016216217,.51351351,.51351351,640.54053,.94594592,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,.70588237,.41176471,.35294119,5.2941175,40.529411,1.1764706,-.30081609,7.7058825,7.352941,0,.17647059,.17647059,554.70587,.41176471,4.5107346,.35180861,4.5412683,.30483058,4.4854822,.029411765,4.6075101,.40336135,1100.5929,32,30,910.64575,31,29,959.49298,49.634617,23.243589,3.7441885,2.5882354,5.2941175,1,0,0
0161-006,10204586,10204586,Karonga,rural,2,4,JUNE,2013,0,7,11,100-200,51,590,Low Mountains,Moderate Constraint,Moderate Constraint,-10.358864,34.188385,0,6,48,0,1,0,1,0,0,0,,19,1,0,0,0,1,0,0,1,0,1,0,MW2012C3020913,201306,0,53,30,978.68469,.31979567,.31895718,4.4123735,4.3392267,1,1,1,NTCHEU,19.906851,0,0,92.040001,4.5222235,49.285,3.8976197,0161-006,0,-.30081713,3.871201,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020913,0,.75539571,.31654677,.45323741,5.1007195,41.963505,1.2554744,-.092223831,3.8633094,4.8776979,.038848922,.37410071,.38129497,806.90649,.73381293,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,.36842105,.89473683,.78947371,5.3684211,43.105263,1.4736842,.27143979,.84210527,4.2105265,.031578947,.84210527,.84210527,665.78949,1.3157895,4.5107346,.35180861,4.5412683,.30483058,3.9962413,.063157894,4.5365314,.09022557,978.68469,53,30,907.39514,31,29,959.49298,49.634617,23.243589,3.9448898,.78947371,6.0526314,1,0,0
0256-002,10220103,10220103,Karonga,urban,6,20,JUNE,2013,0,5,4,50-100,60,510,High-altitude Plains,Water,Water,-9.9754,33.926,0,5,39,0,0,0,1,0,0,1,2300,43,2,0,0,1,0,0,0,1,0,1,1,MW2012C3010201,201306,0,31,26,1118.4229,.19879241,.022137487,4.4032564,4.3417668,1,1,1,CHILUMBA,17.119404,0,.5,92.040001,4.5222235,49.285,3.8976197,0256-002,0,-.30081642,3.6635616,1,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3010201,0,.59036142,.51807231,.54216868,5.072289,45.469879,1.2168674,-.12615173,2.1927712,9.4819279,.036144577,.26506025,.28915662,674.09637,.77108431,.79965591,.3125,.78125,.8125,4.5,38.203125,1.140625,.20884973,1.078125,3.15625,.040624999,.21875,.21875,625,1.28125,0,.59090906,.5,.54545456,5.4545455,40.772728,1.1818181,-.3008166,1.2272727,3.590909,.090909094,0,0,487.27274,.59090906,4.2541413,.58404016,4.5014429,.18247768,3.9757247,.54545456,4.5549827,.018181818,1118.4229,31,26,1006.8773,32,30,1009.4319,41.640625,29.109375,3.745857,3.1818182,5.681818,1,0,0
0253-001,10301663,10301663,Nkhata Bay,rural,4,1,JUNE,2013,12,10,23,0-50,18,600,Low Plateaus,Moderate Constraint,Moderate Constraint,-11.6477,34.125,0,6,49,0,1,0,0,0,0,1,1000,34,1,2,0,1,0,0,0,1,0,1,1,MW2012C3010309,201306,0,32,25,1439.3978,.21602245,.18043515,4.6388068,4.6629896,1,1,1,CHINTHECHE,17.243299,0,0,91.32,4.51437,83.565002,4.4256248,0253-001,0,-.3008166,3.8918202,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010309,0,.4509804,.627451,.70588237,4.8039217,40.64706,1.2156863,.12557131,4.6862745,12.254902,.043137256,.74509805,.7647059,974.70587,1.5294118,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.47058824,.58823532,.70588237,4.8235292,42.529411,1.1764706,-.30081648,10.882353,11.529411,.070588239,.7647059,.82352942,613.52942,1.1176471,4.5680475,.36564311,4.5824924,.39028731,4.4439859,.025210084,4.5344329,.10084034,1439.3978,32,25,1182.2522,32,30,918.86896,53.638378,24.123617,3.7006366,3.5882354,5.352941,1,0,0
0290-001,10308636,10308636,Nkhata Bay,rural,11,8,JUNE,2013,5,8,28,0-50,8,710,Low Plateaus,Water,Water,-11.5364,34.278,11,6,49,0,1,0,0,0,0,1,480,55,1,8,0,1,0,0,0,1,0,1,1,MW2012C3010311,201306,0,31,25,1377.6705,.00012016956,.00017302684,4.5662613,4.6091838,1,1,1,NKHATABAY,13.870576,0,0,100,4.6051702,99.25,4.5976419,0290-001,0,-.3008166,3.8918202,1,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3010311,0,.6179775,.53932583,.75280899,7.1123595,45.696629,1.247191,-.13792612,2.1011236,18.685392,.0067415731,.43820226,.43820226,600.22473,1.3146068,.50433636,.77777779,.30409357,.40350878,5.122807,41.730995,1.2105263,-.21603732,12.48538,8.1169586,.032748539,.15789473,.25146198,679.70758,.53801167,0,.5625,.5625,.75,6.4375,45.8125,1.25,-.30081564,5.375,8.875,0,0,0,612.5,.9375,4.6608477,.24741019,4.5594964,.38479534,4.5976419,0,4.6051702,0,1377.6705,31,25,1097.3453,33,25,966.46399,44.894737,21.385965,3.7242777,3.5,5.0625,1,0,0
0408-001,10404186,10404186,Rumphi,rural,8,4,JUNE,2013,1,15,23,100-200,75,570,Low Mountains,Water,Water,-10.6387,34.1824,2,5,37,0,1,0,0,0,0,1,1000,37,1,3,0,1,0,0,0,1,0,1,1,MW2012C3010409,201306,0,50,22,1106.3555,.012297769,.14470278,4.5681834,4.2158499,1,1,1,CHILUMBA,23.403727,0,.5,96.669998,4.5713029,72.5,4.2835865,0408-001,0,-.3008166,3.6109178,1,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3010409,0,.71428573,.3877551,.59183675,6.0204082,44.102039,1.244898,-.3008157,5.3265305,17.897959,.012244899,.040816326,.53061223,979.7959,.91836733,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,.7647059,.35294119,.52941179,6.0588236,49.176472,1.2941177,-.3008157,.70588237,15.647058,0,0,.05882353,601.17645,.70588237,4.5107346,.35180861,4.5412683,.30483058,4.3328586,.51176471,4.59273,.084033616,1106.3555,50,22,1215.0817,32,30,959.49298,49.634617,23.243589,3.6038883,3.3529413,5.1764708,1,0,0
0459-002,10502268,10502268,Mzimba,rural,2,2,JUNE,2013,12,4,32,100-200,53,1230,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,-11.285,33.7785,0,4,60,0,0,0,0,0,0,0,,45,2,1,0,1,0,0,0,1,0,1,0,MW2012C3010508,201306,0,51,22,1045.0387,.46603081,.26386309,4.692677,4.6397538,1,1,1,RUMPHI,31.205166,.40000001,0,128.95,4.8594246,125.59,4.8330226,0459-002,0,-.30081591,4.0943446,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,0,.64705884,.47058824,.35294119,3.8235295,53.058823,1.4117647,-.30081597,11.235294,3.3529413,0,1,1,1249.4117,.7647059,4.578866,.26364639,4.5747905,.45734128,4.8417211,.047058824,4.862226,.43529412,1045.0387,51,22,681.396,53,31,921.45221,48.774693,24.370371,4.0880117,2,5.8235292,1,0,0
0462-001,10502593,10502593,Mzimba,rural,3,2,JUNE,2013,14,13,43,50-100,31,1370,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.3927,33.6488,0,7,81,1,1,1,1,0,0,1,7000,71,1,1,2,1,0,0,0,1,0,1,1,MW2012C3010517,201306,0,42,22,810.966,.5873332,0,4.506557,4.506681,1,1,1,CHINTHECHE,14.922374,0,0,93.459999,4.5375338,101.225,4.6173458,0462-001,0,3.3234708,4.3944492,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010517,0,.71428573,.34693879,.63265306,5.3265305,46,1.2040817,-.22685108,7.2244897,10.67347,.036734696,.93877554,.97959185,1192.8572,.77551019,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,0,.53333336,.46666667,.66666669,4.5999999,48.666668,1.2666667,-.059197128,12.2,13.666667,.080000006,.93333334,.93333334,1292.6666,.66666669,4.578866,.26364639,4.5747905,.45734128,4.612473,.013333334,4.5299773,.06666667,810.966,42,22,771.87506,53,31,921.45221,48.774693,24.370371,3.8565178,4.4666667,5.6666665,1,0,0
0535-001,10505136,10505136,Mzimba,rural,6,5,JUNE,2013,10,5,23,50-100,51,1420,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.7313,33.5342,0,5,35.5,0,1,0,0,0,0,0,,42,1,1,0,0,1,0,1,0,0,1,0,MW2012C3010508,201306,0,51,22,1045.0387,.46603081,.26386309,4.692677,4.6397538,1,1,1,MZIMBA,19.991955,.80000001,0,100,4.6051702,99.25,4.5976419,0535-001,0,-.3008166,3.5695326,0,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.875,.0625,.625,5.375,53.4375,1.25,-.30081585,9.125,5.5,0,1,1,1353.125,.875,4.5620041,.41797802,4.5692329,.56050551,4.6140032,.050000001,4.6209497,.78571427,1045.0387,51,22,832.89642,72,31,940.22516,49.455383,24.775385,3.8771565,2.4375,5.25,1,0,0
0526-002,10505508,10505508,Mzimba,rural,3,5,JUNE,2013,5,5,17,50-100,53,1240,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.7819,33.5,0,7,75,0,1,1,1,0,0,1,1000,23,2,2,0,1,0,0,0,1,0,1,1,MW2012C3010508,201306,0,51,22,1045.0387,.46603081,.26386309,4.692677,4.6397538,1,1,1,MZIMBA,17.012146,.80000001,0,128.95,4.8594246,125.59,4.8330226,0526-002,0,-.30081135,4.3174882,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.68421054,.42105263,.68421054,4.8947368,42.789474,1.3684211,-.30081508,3.8421052,5.8421054,0,1,1,1247.8948,.89473683,4.5620041,.41797802,4.5692329,.56050551,4.8330226,0,4.8594246,.80000001,1045.0387,51,22,800.08051,72,31,940.22516,49.455383,24.775385,3.8044646,2.4736843,5.4736843,1,0,0
0628-001,10733640,10733640,Mzuzu City,urban,7,33,JUNE,2013,4,21,5,200-300,0,1360,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.4398,34.0331,0,7,75,1,1,1,1,0,0,2,5500,47,1,3,0,1,0,0,0,1,0,1,1,MW2012C3010508,201306,0,51,22,1045.0387,.46603081,.26386309,4.692677,4.6397538,1,1,1,LIMBE,1.8362974,.80000001,0,93.459999,4.5375338,101.225,4.6173458,0628-001,0,3.3234708,4.3174882,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,0,.074074075,1,.8888889,5.814815,41.814816,1.1111112,1.0415139,1.2592592,11.222222,0,.48148149,.48148149,1214.8148,2.4444444,0,.14285715,1,1,5.8095236,42.095238,1.1904762,2.1153769,2.5714285,12.571428,0,.52380955,.52380955,1190,3.8095238,4.5210595,.39021164,4.5338693,.69179899,4.6856484,.25850341,4.6530704,.714966,1045.0387,51,22,1054.4186,53,31,961.19897,49.629631,30.333334,4.4177699,.095238097,6.8571429,1,0,0
0792-003,20106042,20106042,Kasungu,rural,1,12,JUNE,2013,24,11,32,100-200,37,1020,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,-12.849893,33.726833,0,6,49,0,0,0,0,0,0,0,,25,1,0,0,0,1,0,0,1,0,2,0,MW2012C3020103,201306,0,32,30,859.29468,.34557459,.40208465,4.3902559,4.3505025,1,1,1,HEWE,8.3235998,.60000002,0,72.5,4.2835865,101.475,4.6198125,0792-003,0,-.30081591,3.8918202,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020103,0,.80291969,.29197079,.42335767,5.1386862,43.133335,1.1397059,-.24790682,11.620438,8.948905,.037956204,.74452555,.86861312,1067.0073,.61313868,0,.85714287,.20634921,.33333334,5.1904764,43.476189,1.1428572,-.3008163,31.269842,9.1111107,0,.41269842,.73015875,900.31744,.46031746,0,.73913044,.39130434,.43478259,4.304348,43.809525,1.2272727,-.3008157,6.0869565,5.173913,.026086958,1,1,1045.2174,.73913044,4.6528969,.57789117,4.6243,.28662133,4.5907111,.14782609,4.339396,.66708076,859.29468,32,30,712.13824,33,25,942.85016,57.650795,23.587301,3.9529483,2.2608695,5.9130435,1,0,0
0775-001,20110620,20110620,Kasungu,rural,2,10,JUNE,2013,8,9,21,50-100,26,1030,High-altitude Plains,Severe Constraint,Moderate Constraint,-12.8937,33.373,2,6,72,0,0,0,1,0,1,1,5000,75,2,0,2,1,0,0,0,1,0,2,1,MW2012C3020103,201306,0,32,30,859.29468,.34557459,.40208465,4.3902559,4.3505025,1,1,1,CHATOLOMA,10.909961,.2,1,71.264999,4.2664051,62.855,4.1408305,0775-001,0,-.30081505,4.2766662,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3020103,0,.80291969,.29197079,.42335767,5.1386862,43.133335,1.1397059,-.24790682,11.620438,8.948905,.037956204,.74452555,.86861312,1067.0073,.61313868,0,.75581396,.37209302,.44186047,4.7093024,41.790699,1.1744186,-.25867334,5.6976743,11.174418,.030232558,.40697673,.43023255,1180.3489,.60465115,0,.75,.25,.5,4.9499998,43.549999,1.25,-.30081591,6.5,9.8500004,0,.94999999,.94999999,1080.5,.5,4.3640485,.26453489,4.5630274,.36378738,4.1972876,.95999998,4.3177242,.21285714,859.29468,32,30,735.01123,33,31,889.09521,49.965115,22.476744,3.9882655,3.3,5.5500002,1,0,0
0818-001,20111718,20111718,Kasungu,rural,1,11,JUNE,2013,13,10,36,100-200,14,1060,High-altitude Plains,Moderate Constraint,Moderate Constraint,-13.3488,33.4404,0,7,42,0,1,0,0,0,0,0,,58,1,0,0,1,0,0,0,1,0,2,0,MW2012C3010508,201306,0,51,22,1045.0387,.46603081,.26386309,4.692677,4.6397538,1,1,1,MKANDA,16.259306,1,1,90,4.4998097,67.5,4.2121277,0818-001,1,-.3008166,3.7376697,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,2.9002051,.875,.32499999,.375,4.9000001,42.099998,1.125,-.30081627,10.85,6.1999998,.050000001,.44999999,.44999999,853.25,.60000002,0,.90909094,.18181819,.45454547,6,40.904762,1.0454545,-.30081657,16.636364,9.590909,.090909094,.72727275,.86363637,1100.4546,.63636363,4.4408822,.92124999,4.5128274,.6785714,4.2702084,1,4.5285406,.94058442,1045.0387,51,22,777.24066,53,25,826.10199,46.200001,22.4,3.782285,7,5.3636365,1,0,0
0931-001,20303065,20303065,Ntchisi,rural,3,3,JUNE,2013,9,2,45,100-200,10,1040,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.2305,34.0093,0,5,46,0,1,0,0,0,0,0,,52,1,0,0,0,1,0,1,0,0,2,0,MW2012C3020303,201306,0,50,12,1003.2806,.57632577,.76352203,4.4189773,4.5821581,1,1,1,NKHOTAKOTA,1.9000592,0,.5,110,4.7004805,110,4.7004805,0931-001,0,-.3008166,3.8286414,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020303,0,.86021507,.22580644,.45161289,4.7849464,38.559139,1.1182796,-.2618455,5.2365589,5.5591397,.021505376,.43010753,.53763443,1171.828,.63440859,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.9130435,.086956523,.26086956,4.826087,43.565216,1.1304348,-.30081615,8.086957,3.652174,.086956523,.043478262,.043478262,1067.3914,.30434781,4.5298309,.35881037,4.5674162,.28576407,4.6456265,.60869563,4.6837692,.19130434,1003.2806,50,12,1054.9135,71,31,986.30182,51.777004,22.564461,3.9465747,1.7826087,5.4347825,1,0,0
1012-001,20404575,20404575,Dowa,rural,4,4,JUNE,2013,4,16,30,100-200,0,820,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-13.7921,34.1602,0,5,53.5,0,1,0,1,0,0,0,,64,1,2,0,0,1,0,1,0,0,2,0,MW2012C3020403,201306,0,51,12,906.40332,.55773365,.84753776,4.4808741,4.2890182,1,1,1,SALIMA,10.20223,.2,.5,100.035,4.6055202,95.025002,4.5541401,1012-001,0,-.30081713,3.9796817,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020403,0,.79844964,.24031007,.484375,4.8372092,43.038761,1.1860465,-.16033979,3.1627908,7.8139534,.071317829,.19379845,.20155039,1095.0388,.6640625,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,1,0,.2857143,4.5238094,42.619049,1.0952381,-.30081636,5.4285712,13.857142,.095238097,0,0,820.4762,.2857143,4.5107346,.35180861,4.5412683,.30483058,4.5702205,.55102038,4.6160936,.27619049,906.40332,51,12,985.56982,68,24,959.49298,49.634617,23.243589,3.8390801,2.7,5.2857141,1,0,0
1090-002,20601626,20601626,Lilongwe,rural,5,1,JUNE,2013,0,1,19,300-400,6,1050,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.0755,33.9183,3,7,72.5,0,1,0,0,0,0,2,3000,55,2,1,0,0,1,0,0,1,0,2,1,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,BEMBEKE_TURNOFF,4.7320538,0,.25,125.29,4.8306313,79.385002,4.3743095,1090-002,0,-.3008166,4.2835865,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.23999999,.92000002,.88,5.3200002,36.32,1.12,.42404222,3.1199999,3.5599999,.2,.16,.16,1128.8,1.96,4.5680475,.36564311,4.5824924,.39028731,4.4818649,.37485716,4.7822485,.28799999,957.92847,32,13,904.20605,51,14,918.86896,53.638378,24.123617,3.9228625,2.72,6.1599998,1,0,0
