HDDS,HDDS_predict
5,4.9344816
4,4.9344816
5,4.9344816
6,4.9333119
6,4.9344816
4,4.9344816
4,4.9344816
6,4.6939249
6,4.6939249
6,4.6939249
6,4.6939249
6,4.6939249
4,4.6939249
5,4.6939249
6,4.6939249
5,4.6939249
5,4.6939249
6,4.6939249
6,4.6939249
7,4.6939249
6,4.6939249
7,4.6939249
7,5.5990596
5,5.5990596
6,5.5990596
7,5.5990596
7,5.5990596
5,5.5990596
5,5.5990596
7,5.5990596
7,5.6002288
4,5.5990596
6,5.5990596
6,5.2917867
5,5.2917867
5,5.2917867
6,5.2917867
6,5.2917867
7,5.2917867
6,5.2917867
7,5.2917867
6,5.2917867
5,5.2917867
6,5.2917867
4,5.2917867
5,5.2917867
7,6.1774325
7,6.1774325
7,6.1774325
6,6.3789873
6,6.1774325
6,6.1774325
7,6.1774325
7,6.1774325
7,6.1774325
7,6.3778181
7,5.8930707
7,5.8942404
7,5.6926856
7,5.5745511
6,5.5745511
6,5.5745511
5,5.5745511
5,5.5745511
5,5.5745511
6,5.5745511
7,5.374166
5,5.5745511
6,5.5745511
6,5.5745511
5,5.5745511
6,5.5745511
7,5.5745511
5,4.8493357
5,4.8493357
4,4.8493357
4,4.8493357
4,4.8493357
3,4.8493357
5,4.8493357
6,4.8493357
6,4.8493357
5,4.8493357
5,4.8493357
6,4.8493357
5,4.8493357
4,4.8493357
6,4.8493357
6,4.8493357
4,4.6886148
7,4.6886148
7,4.6886148
5,4.6886148
5,4.6886148
3,4.6886148
4,4.6886148
3,4.6886148
3,4.6886148
6,4.6886148
5,4.6886148
6,4.6886148
6,4.6886148
5,4.6886148
3,4.6886148
5,4.6886148
6,4.8517632
4,4.8517632
5,4.8517632
6,4.8517632
5,4.8517632
4,4.8517632
3,4.8517632
4,4.8517632
4,4.8517632
5,4.8517632
2,4.8517632
6,4.8517632
4,4.8517632
5,4.8517632
4,4.8517632
6,4.8517632
4,4.9385157
5,4.9385157
4,4.9385157
7,4.9385157
6,4.9385157
4,4.9385157
5,4.9385157
4,4.9385157
6,4.9385157
5,4.9385157
5,4.9385157
4,4.9385157
7,4.9385157
4,4.9385157
6,4.9385157
6,4.9385157
3,4.9385157
7,5.9030881
6,5.9030881
6,5.9030881
6,5.9030881
7,5.9030881
6,5.9030881
4,5.9030881
6,5.9030881
6,5.9030881
6,5.9030881
6,5.9030881
5,5.9030881
5,5.9030881
7,5.9030881
7,5.9030881
5,5.9030881
7,5.9030881
7,5.7480974
6,5.7480974
7,5.7480974
3,5.4821877
6,5.4821877
6,5.4821877
6,5.4821877
6,5.4821877
5,5.4821877
7,5.4821877
4,5.4821877
4,5.4821877
4,5.4821877
6,5.4821877
6,5.4821877
5,5.4821877
6,5.4821877
6,5.4821877
4,5.4821877
5,5.4821877
4,5.7993155
7,5.7993155
7,5.7993155
6,5.7993155
6,5.7993155
6,5.7993155
7,5.7993155
7,5.7993155
5,5.7993155
6,5.7993155
5,5.7993155
6,5.7993155
6,4.87573
6,4.87573
7,4.87573
4,4.87573
5,4.87573
6,4.87573
5,4.87573
4,4.87573
5,4.87573
6,4.87573
6,4.87573
5,4.87573
4,4.6298785
7,4.6298785
3,4.6298785
4,4.6298785
6,4.6298785
6,4.6298785
6,4.6298785
4,4.6298785
5,4.6298785
5,4.6298785
6,4.6298785
5,4.6298785
5,4.6298785
3,4.6209025
6,4.6209025
4,4.6209025
7,4.6209025
7,4.6209025
6,4.6209025
4,4.6209025
5,4.6209025
4,4.6209025
6,4.6209025
4,4.6209025
4,4.6209025
4,4.6209025
6,4.6209025
2,4.6209025
4,4.6499023
7,4.7822113
6,4.7822113
7,4.7822113
6,4.7822113
7,4.7822113
6,4.7822113
5,4.7822113
7,4.7822113
5,4.7822113
3,4.7822113
6,4.7822113
6,4.7822113
4,4.7822113
6,4.7822113
5,4.7822113
5,4.7822113
7,4.6638908
5,4.6416035
5,4.6416035
6,4.6416035
3,4.6416035
7,4.6416035
5,4.6416035
7,4.6416035
6,4.6416035
7,4.6416035
5,4.6416035
6,4.6416035
6,4.6416035
5,4.6416035
7,4.6416035
5,4.6416035
6,5.7847829
6,5.7847829
7,5.7847829
7,5.7847829
6,5.7847829
4,5.7847829
7,5.7847829
7,5.7847829
7,5.7847829
5,6.1365299
6,6.1365299
6,6.1365299
7,6.1365299
5,6.1365299
6,6.1365299
7,6.1365299
5,6.1365299
7,6.1365299
7,6.1365299
6,6.1365299
7,6.1365299
6,6.1365299
7,6.1365299
4,5.6238384
5,5.6238384
6,5.6238384
5,5.6238384
6,5.6238384
7,5.6238384
7,5.6238384
5,5.6238384
5,5.6238384
6,5.6238384
7,5.6238384
6,5.6238384
5,5.6238384
5,5.6238384
5,4.9973731
6,4.9973731
6,4.9973731
6,4.9973731
6,4.9973731
6,5.1699033
6,5.1699033
6,5.1699033
7,5.1699033
6,5.1699033
5,5.1699033
7,5.1699033
4,5.1699033
5,5.1699033
5,5.1699033
4,5.1699033
6,5.1699033
2,5.1699033
5,5.1699033
6,5.1699033
4,4.6496243
6,4.7075744
6,4.7075744
7,4.7075744
7,4.7075744
6,4.7075744
6,4.7075744
3,4.7075744
6,4.7075744
6,4.7075744
6,4.7075744
6,4.7075744
6,4.7075744
6,4.7075744
6,4.7075744
6,4.7075744
5,4.8020606
6,4.8020606
6,4.8020606
4,4.8020606
6,4.8020606
6,4.8020606
7,4.8020606
6,4.8020606
5,4.8020606
6,4.8020606
5,4.8020606
5,4.8020606
7,4.8020606
4,4.8020606
6,4.8020606
4,4.8020606
6,4.8020606
5,4.8020606
7,4.8020606
4,4.8020606
6,4.8225546
3,4.8225546
6,4.8225546
6,4.8225546
5,4.8225546
5,4.8225546
5,4.8225546
6,4.8225546
5,4.8225546
5,4.8225546
6,4.8225546
3,4.8225546
5,4.8225546
6,4.8225546
3,4.8225546
6,4.8225546
6,4.8225546
5,4.8225546
6,4.8225546
6,4.8225546
4,4.7177405
4,4.7177405
5,4.7177405
6,4.7177405
6,4.7177405
4,4.7177405
5,4.7177405
6,4.7177405
4,4.7177405
3,4.7177405
6,4.7177405
6,4.7177405
6,4.7177405
5,4.7177405
5,4.7177405
6,4.7177405
7,4.7177405
7,4.7177405
6,4.7177405
4,4.7177405
7,4.7177405
5,4.7177405
6,4.7177405
5,4.7423177
6,4.7423177
4,4.7423177
4,4.7423177
4,4.7423177
5,4.7423177
6,4.7423177
3,4.7423177
5,4.7423177
4,4.7423177
4,4.7423177
4,4.7423177
5,4.7423177
7,4.7423177
4,4.7423177
4,4.7423177
3,5.0747647
5,5.0747647
4,5.0747647
4,5.0747647
6,5.0747647
6,5.0747647
5,5.0747647
7,5.0747647
7,5.0747647
4,5.0747647
6,5.0747647
6,5.0747647
7,5.0747647
5,5.0747647
5,5.0747647
7,5.0747647
6,5.0331106
7,5.0331106
5,5.0331106
4,5.0331106
6,5.0331106
4,5.0331106
2,5.0331106
6,5.0331106
6,5.0331106
2,5.0331106
6,5.0331106
4,4.4198442
6,4.4198442
5,4.4198442
3,4.4198442
5,4.4198442
6,4.4198442
5,4.4198442
6,4.4198442
6,4.4198442
4,4.4198442
5,4.4198442
4,4.4198442
5,4.4198442
5,4.4198442
3,4.4198442
5,4.5983105
3,4.5983105
5,4.5983105
6,4.5983105
5,4.5983105
5,4.5983105
7,4.5983105
4,4.5983105
6,4.5983105
5,4.5983105
3,4.5983105
3,4.5983105
3,4.5983105
4,4.5983105
4,4.5983105
5,4.5983105
4,4.5983105
7,5.489327
6,5.489327
5,5.489327
4,5.489327
7,5.489327
6,5.489327
6,5.489327
6,5.489327
5,5.489327
5,5.489327
7,5.489327
5,5.489327
7,5.489327
6,5.489327
7,5.489327
6,5.489327
6,4.8137097
7,4.8137097
5,4.8137097
6,4.8137097
6,4.3840785
7,4.8465085
4,4.8465085
3,4.8465085
4,4.8465085
5,4.8465085
5,4.8465085
4,4.8465085
3,4.8465085
6,4.8465085
6,4.8465085
5,4.8465085
7,4.8465085
5,4.8465085
6,4.8465085
5,4.8465085
5,4.7925806
4,4.7925806
6,4.7925806
5,4.7925806
4,4.7925806
6,4.7925806
2,4.7925806
5,4.7925806
5,4.7925806
6,4.7925806
5,4.7925806
5,4.7925806
6,4.7925806
5,4.7925806
6,4.7925806
6,4.7925806
4,4.7925806
6,4.7925806
6,4.7925806
6,4.5694475
4,4.5694475
6,4.5694475
4,4.5694475
6,4.5694475
6,4.5694475
5,4.5694475
2,4.5694475
6,4.5694475
3,4.5694475
5,4.5694475
4,4.5694475
5,4.5694475
5,4.5694475
4,4.5694475
5,4.7668166
3,4.7668166
3,4.7668166
3,4.7668166
5,4.7668166
2,4.7668166
6,4.7668166
6,4.7668166
4,4.7668166
4,4.7668166
6,4.7668166
3,4.7668166
4,4.7668166
3,4.7668166
5,4.4476309
5,4.4476309
7,4.4476309
3,4.4476309
6,4.6089444
5,4.6089444
3,4.6089444
5,4.6089444
4,4.6089444
6,4.6089444
2,4.6089444
4,4.6089444
3,4.6089444
5,4.6089444
4,4.6089444
3,4.6089444
4,4.5957484
4,4.5957484
4,4.5957484
5,4.5957484
4,4.5957484
6,4.5957484
6,4.5957484
6,4.5957484
6,4.5957484
6,4.5957484
4,4.5957484
6,4.5957484
5,4.5957484
4,4.5957484
4,4.5957484
6,4.5957484
5,4.5957484
5,4.5957484
7,4.5957484
5,4.5957484
4,4.7256565
5,5.385169
7,5.385169
6,6.0722671
7,6.0722671
6,6.0722671
7,6.0722671
7,6.0722671
5,6.0722671
7,6.0722671
7,6.0722671
6,6.0722671
6,6.0722671
7,5.9119349
7,5.9119349
7,5.9119349
7,5.9119349
6,5.9119349
7,5.9119349
3,5.9119349
6,5.9119349
7,5.9119349
6,5.9119349
6,5.9119349
7,5.9119349
7,5.9119349
7,5.9119349
6,5.9119349
6,5.9119349
7,5.9119349
5,5.9119349
6,5.9119349
7,5.9119349
5,5.9119349
6,5.9682951
5,5.9682951
7,5.9682951
7,5.9682951
7,6.7175436
7,6.7175436
7,6.7175436
6,6.5171585
7,6.7175436
7,6.7175436
6,6.7175436
7,6.7175436
7,6.7175436
7,6.7175436
6,6.7175436
7,6.7175436
7,6.7175436
7,6.7175436
7,6.7175436
6,6.7175436
7,6.7175436
7,6.7175436
7,6.4972706
4,6.4972706
6,6.4972706
6,6.4972706
7,6.4972706
6,6.4972706
6,6.4972706
7,6.4972706
7,6.4972706
7,6.4972706
6,6.4972706
7,6.4972706
7,6.4972706
6,6.4972706
7,6.4972706
7,6.4972706
5,6.4972706
7,6.3831348
7,6.3831348
6,6.3831348
6,6.3831348
7,6.3831348
7,6.3831348
7,6.3831348
6,6.3831348
7,6.3831348
7,6.3831348
6,6.3831348
6,6.3831348
7,6.3831348
5,5.3535914
6,5.3535914
6,5.3535914
6,5.3535914
7,5.3535914
7,5.3535914
7,5.3535914
5,5.3535914
5,5.3535914
6,5.3535914
6,5.3535914
6,5.3535914
3,5.3535914
7,5.3535914
7,5.3535914
6,5.3535914
7,5.3535914
7,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
6,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
7,7.9667706
6,5.4218802
6,5.4218802
6,5.4218802
5,5.4218802
7,5.4218802
7,5.4218802
7,5.4218802
6,5.4218802
6,5.4218802
5,5.4218802
5,5.4218802
6,5.4218802
5,5.4218802
6,5.4218802
6,5.4218802
5,5.4218802
4,5.4218802
5,5.3875008
7,5.3875008
6,5.3875008
6,5.3875008
7,5.3875008
7,5.3875008
5,5.3875008
7,5.3875008
7,5.2806973
5,5.2806973
6,5.2806973
5,5.2806973
7,5.2806973
6,5.2806973
6,5.2806973
6,5.2806973
5,5.2806973
6,5.2806973
6,5.2806973
4,5.2806973
7,5.2806973
5,5.2806973
6,5.2806973
6,5.2806973
5,4.8777699
7,4.8777699
5,4.8777699
5,4.8777699
7,4.8777699
6,4.8777699
5,4.8777699
5,4.6540551
3,4.6540551
3,4.6540551
7,4.6540551
6,4.6540551
5,4.6540551
5,4.6540551
5,4.6540551
6,4.6540551
6,4.6540551
5,4.6540551
5,4.6540551
5,4.6540551
3,4.6540551
5,4.6540551
5,4.6540551
3,4.6540551
3,4.6540551
6,4.635695
5,4.635695
5,4.635695
6,4.635695
4,4.635695
6,4.635695
5,4.635695
5,4.635695
3,4.635695
5,4.635695
4,4.635695
6,4.635695
4,4.635695
6,4.635695
5,4.635695
5,4.635695
4,4.635695
5,4.635695
6,4.9914598
6,4.9914598
6,4.9914598
5,4.44491
5,4.44491
6,4.44491
4,4.44491
5,4.44491
6,4.44491
6,4.44491
2,4.44491
5,4.44491
5,4.44491
6,4.44491
6,4.44491
3,4.44491
3,4.44491
5,4.44491
5,4.44491
5,4.6547251
7,4.7356482
7,4.7356482
4,4.7356482
5,4.7356482
6,4.7356482
6,4.7356482
5,4.7356482
6,4.7356482
5,4.7356482
5,4.7356482
4,4.7356482
5,4.7356482
5,4.7356482
4,4.7356482
5,4.7356482
6,4.7356482
5,4.7356482
5,4.7356482
5,4.7356482
5,4.4595075
6,4.4595075
5,4.4595075
4,4.4595075
4,4.4595075
6,4.4595075
6,4.4595075
6,4.4595075
5,4.4595075
5,4.4595075
4,4.4595075
6,4.4595075
6,4.4595075
6,4.4595075
5,4.4595075
5,4.4595075
5,4.4595075
6,4.4595075
5,4.4595075
5,4.3245254
6,4.3245254
5,4.3245254
4,4.3245254
4,4.3245254
5,4.3245254
3,4.3245254
6,4.3245254
4,4.3245254
4,4.3245254
3,4.3245254
4,4.3245254
6,4.3245254
5,4.3245254
5,4.3245254
6,4.3245254
5,4.3245254
4,4.938498
6,4.938498
7,4.938498
6,4.938498
7,6.045218
6,6.045218
7,6.045218
6,6.045218
6,6.045218
7,6.045218
7,6.045218
6,6.045218
7,6.045218
6,6.045218
7,6.045218
6,6.045218
7,6.045218
7,6.045218
6,6.045218
6,6.045218
6,5.2506933
6,5.2506933
7,5.2506933
6,5.2506933
7,5.2506933
7,5.2506933
6,5.2506933
5,5.2506933
7,5.2506933
6,5.2506933
7,5.2506933
7,5.2506933
6,5.2506933
6,5.2506933
7,5.2506933
6,5.2506933
6,5.2506933
5,5.2506933
5,4.9215164
7,4.9215164
6,4.9215164
7,4.9215164
6,4.9215164
7,4.9215164
7,4.9215164
3,4.9215164
6,4.9215164
5,4.9215164
6,4.9215164
6,4.9215164
6,4.9215164
6,4.9215164
4,4.9215164
5,4.9215164
6,4.9215164
6,4.9215164
6,4.9215164
6,4.9429369
4,4.9429369
4,4.9429369
4,4.9429369
5,4.9429369
5,4.9429369
7,4.9429369
6,4.9429369
4,4.9429369
6,4.9429369
5,4.9429369
6,4.9429369
6,4.9429369
4,4.9429369
5,4.8339257
6,4.8339257
6,4.8339257
6,4.8339257
6,4.8339257
6,4.8339257
5,4.8339257
5,4.8339257
4,4.8339257
6,4.8339257
6,4.8339257
5,4.8339257
6,4.8339257
7,4.8339257
6,4.8339257
5,4.8339257
6,4.8339257
7,5.154665
6,5.154665
6,5.154665
6,5.154665
7,5.0976772
6,5.0976772
6,5.0976772
6,5.0976772
6,5.0976772
6,5.0976772
5,5.0976772
7,5.0976772
6,5.0976772
7,5.0976772
7,5.0976772
6,5.0976772
6,5.0976772
6,5.0976772
4,5.0976772
7,5.0976772
7,5.0976772
3,5.0976772
6,5.0976772
6,4.9351068
6,4.9351068
6,4.9351068
7,4.9351068
6,4.9351068
6,4.9351068
5,4.9351068
4,4.9351068
6,4.959681
6,4.959681
6,4.959681
4,4.959681
6,4.959681
6,4.959681
6,4.959681
6,4.959681
5,4.959681
6,4.959681
5,4.959681
6,4.959681
6,4.959681
5,4.959681
5,4.959681
3,4.959681
6,4.959681
6,4.959681
6,5.8332043
6,5.8332043
7,5.8332043
6,5.8332043
5,5.8332043
6,5.8332043
6,5.8332043
7,5.8332043
6,5.8332043
6,5.8332043
6,5.8332043
7,5.8332043
6,5.8332043
7,5.8332043
6,5.8332043
7,5.8332043
6,4.6785827
6,4.2538543
6,4.2538543
5,4.2538543
6,4.2538543
4,4.2538543
5,4.2538543
5,4.2538543
6,4.2538543
6,4.2538543
5,4.2538543
5,4.2538543
5,4.2538543
5,4.2538543
6,4.2538543
6,4.2538543
6,4.2538543
7,5.5980339
6,5.5980339
7,5.5980339
6,4.7021189
7,4.7021189
3,4.7021189
5,4.7021189
5,4.7021189
7,4.7021189
5,4.7021189
6,4.7021189
6,4.7021189
5,4.7021189
6,4.7021189
3,4.7021189
7,4.7021189
5,4.7021189
5,4.7021189
6,4.7021189
7,5.3236032
6,5.1072326
5,5.1072326
6,5.1072326
5,5.1072326
6,5.1072326
5,5.1072326
3,5.1072326
5,5.1072326
4,5.1072326
6,5.1072326
5,5.1072326
3,5.1072326
6,5.1072326
5,5.1072326
5,5.1072326
6,5.1072326
6,5.1072326
5,4.9105301
5,4.9105301
2,4.9105301
6,4.9105301
4,4.9105301
5,4.9105301
2,4.9105301
6,4.9105301
3,4.9105301
5,4.9105301
6,4.9105301
5,4.9105301
6,5.2396202
6,5.2396202
6,5.2396202
7,5.2396202
6,5.2396202
3,5.2396202
6,5.2396202
6,5.2396202
6,5.2396202
7,5.2396202
7,5.2396202
6,5.2396202
5,5.2396202
6,6.1779609
5,6.1779609
7,6.1779609
7,6.1779609
7,6.1779609
7,6.1779609
6,6.1779609
6,6.1779609
6,6.1779609
6,6.1779609
7,6.1779609
7,6.1779609
6,6.1779609
7,6.1598067
7,6.1598067
7,6.1598067
7,6.3601918
7,6.3601918
6,6.3601918
5,5.2886577
6,5.2886577
7,5.2886577
6,5.2886577
6,5.2886577
7,5.4890428
7,5.2886577
7,5.2886577
6,5.2886577
7,5.2886577
7,5.2886577
6,5.2886577
6,5.2886577
6,5.2886577
6,5.2886577
7,5.2886577
5,5.2886577
7,5.2886577
7,6.1859665
7,6.1859665
7,6.1859665
6,6.1859665
7,6.1859665
7,6.1859665
7,6.1859665
5,6.1859665
7,6.1859665
7,6.1859665
7,6.1859665
7,6.1859665
7,6.1859665
7,6.1859665
5,6.1859665
6,6.1859665
7,6.1859665
6,5.771503
6,5.771503
7,5.771503
7,5.771503
7,5.771503
6,5.9718881
7,5.771503
7,5.771503
7,5.771503
6,5.771503
6,5.771503
7,5.771503
7,5.9718881
7,5.771503
7,5.771503
6,5.771503
7,5.771503
7,5.771503
6,5.9276466
5,6.109973
6,6.109973
6,6.109973
5,6.109973
5,6.109973
6,6.109973
5,6.109973
7,6.109973
7,6.109973
6,6.109973
6,6.109973
7,6.109973
7,6.109973
6,6.109973
6,6.109973
5,6.109973
7,6.109973
7,6.109973
6,5.6471167
7,5.6471167
6,5.6471167
6,5.6471167
5,5.6471167
6,5.6471167
7,5.6471167
7,5.6471167
6,5.6013689
5,5.6013689
6,5.475503
6,5.475503
7,5.475503
7,5.475503
7,5.475503
6,5.475503
6,5.475503
6,5.475503
4,5.475503
6,5.475503
6,5.475503
4,5.475503
7,4.8493357
5,4.7162628
6,4.7162628
6,4.7162628
6,4.7162628
6,4.7162628
6,4.7162628
4,4.7162628
6,4.7162628
5,4.7162628
5,4.7162628
6,4.7162628
4,4.7162628
6,4.7162628
6,4.7162628
7,4.7162628
6,4.7162628
5,4.9912438
5,4.9912438
6,4.9912438
6,4.9912438
7,4.9912438
6,4.9912438
7,4.9912438
6,4.9912438
7,4.9912438
7,4.9912438
5,4.9912438
6,4.9912438
7,4.9912438
5,4.9912438
6,4.9912438
6,4.9912438
6,4.9912438
6,4.9912438
7,4.9912438
7,4.9912438
5,4.9912438
5,4.9912438
7,4.8954563
6,5.7734752
6,5.7734752
6,5.7734752
7,5.7734752
6,5.7734752
6,5.7734752
7,5.7734752
3,5.7734752
7,5.7734752
5,5.7734752
7,5.7734752
5,5.7734752
6,5.7734752
6,5.7734752
7,5.7734752
5,5.7734752
5,5.1161108
7,5.1161108
6,5.1161108
5,5.1161108
6,5.1161108
6,5.1161108
7,5.1161108
6,5.1161108
5,5.1161108
4,5.1161108
6,5.1161108
6,5.1161108
7,5.1161108
4,5.1161108
6,5.1161108
5,5.1161108
5,5.1161108
5,5.1161108
5,5.1161108
6,5.1161108
6,5.2127028
6,5.2127028
5,5.2127028
3,5.2127028
3,5.2127028
5,5.2127028
7,5.2127028
6,5.2127028
6,5.2127028
6,5.2127028
6,5.2127028
7,5.2127028
5,5.2127028
5,5.2127028
6,5.2127028
5,5.7480974
6,5.1227903
6,5.1227903
4,5.1227903
7,5.1227903
4,5.1227903
5,5.1227903
4,5.1227903
4,5.1227903
7,5.1227903
6,5.1227903
5,5.1227903
2,5.1227903
6,5.1227903
6,5.1227903
6,5.1227903
3,5.1227903
4,5.7993155
6,5.7993155
5,4.87573
6,4.87573
5,4.9595494
5,4.9595494
5,4.9595494
4,4.9595494
6,4.9595494
4,4.9595494
4,4.9595494
6,4.9595494
5,4.9595494
5,4.9595494
6,4.9595494
5,4.9595494
6,4.9595494
5,4.9595494
5,4.9595494
7,4.6298785
7,4.6298785
7,4.6209025
7,4.6209025
3,4.6209025
6,4.6209025
4,4.6483898
7,4.6483898
7,4.6483898
6,4.6483898
5,4.6483898
4,4.6483898
5,4.6483898
4,4.6483898
7,4.6483898
7,4.6483898
6,4.6483898
7,4.6483898
7,4.6483898
5,4.6483898
5,4.6483898
6,4.6483898
7,4.8923039
7,4.8923039
7,4.8923039
5,4.8923039
7,4.8923039
5,4.8923039
3,4.8923039
6,4.8923039
4,4.8923039
5,4.8923039
5,4.8923039
6,4.8923039
7,4.8923039
6,4.8923039
6,4.6499023
5,4.3927197
4,4.3927197
6,4.3927197
4,4.3927197
3,4.3927197
6,4.3927197
6,4.3927197
6,4.3927197
7,4.3927197
6,4.3927197
5,4.3927197
5,4.3927197
3,4.3927197
7,4.3927197
5,4.3927197
7,4.8154697
6,4.8154697
2,4.8154697
5,4.8154697
3,4.8154697
4,4.8154697
7,4.8154697
7,4.8154697
6,4.8154697
5,4.8154697
4,4.8154697
6,4.8154697
7,4.8154697
7,4.8154697
7,4.8154697
7,4.8154697
5,4.8154697
3,4.8154697
